ソート番号,クーポン名,クーポン名カナ,業種,クーポンの割引金額,クーポン名表示用,ブロックNO,郵便番号,店舗住所,電話番号,店舗説明,店舗URL,インスタグラムのアカウント,店舗画像,経度,緯度
559,焼津水産加工団地サービスショップ,ヤイヅスイサンカコウダンチサービスショップ,小売業,500,"1,000円以上会計で500円引き",1,425-0065,静岡県焼津市惣右衛門1280-2,054-623-2698,営業時間は平日8時～18時まで、土曜日は8時～12時30分までです。※第2、第4土曜日は休業日です。,https://yaizufpc.shop-pro.jp/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/559.jpg,138.3188461,34.816979
560,癒しのまほう,イヤシノマホウ,その他,1000,"2,000円以上会計で1,000円引き",1,421-0216,静岡県焼津市相川939番地,,,https://iyasinomaho.com/,https://www.instagram.com/ayaka_no_maho/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/560.jpg,138.2630136,34.8037749
561,SST第２工場,エスエスティーダイニコウジョウ,その他,500,"1,000円以上会計で500円引き",1,425-0031,静岡県焼津市小川新町3丁目8－2,054-668-9270,,https://sst-japan.com/,https://www.instagram.com/sugichu_food/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/561.jpg,138.3227068,34.8558841
562,＊indigo＊,インディゴ,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0071,静岡県焼津市三ケ名1550番地焼津市文化センター２Ｆ,054-240-7310,営業時間11時半～18時月火定休日,https://indigo-sweets.com/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/562.jpg,138.3054598,34.864405
563,ドラッグストアコスモス小川漁港店,ドラッグストアコスモスコガワギョコウテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0041,静岡県焼津市石津1078-8,054-623-2455,営業時間　10:00～21:00,https://www.cosmospc.co.jp/,,,138.3230242,34.8453511
564,道とん堀　焼津店,ドウトンボリヤイヅテン,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0031,静岡県焼津市小川新町3-1-12,054-629-2120,,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/564.jpg,138.3180244,34.8559703
565,MEGAドン・キホーテUNY大覚寺店,メガドン・キホーテユニーダイカクジテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0088,静岡県焼津市大覚寺2丁目27番地15,0570-000-090,営業時間8:00～0:00　クーポンは直営のみ利用可1階フロアと2階フロアで会計が別となっていますのでクーポン使用の際はご注意ください,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/565.jpg,138.298773,34.875819
566,BOND,ボンド,その他,1000,"2,000円以上会計で1,000円引き",1,425-0086,静岡県焼津市小土５９８?７,054-631-6886,,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/566.jpg,138.2969254,34.8684007
567,もみかる焼津中根店,モミカルヤイヅナカネテン,その他,1000,"2,000円以上会計で1,000円引き",1,425-0061,静岡県焼津市中根447-2,054-623-6633,,https://www.momikaru.com/yaizu/,https://www.instagram.com/momikaru.nakane/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/567.jpg,138.2953684,34.838425
568,古民家かふぇダイニングやいづ,コミンカカフェダイニングヤイヅ,飲食業,500,"1,000円以上会計で500円引き",1,425-0022,静岡県焼津市本町1-1-22,090-6988-0313,11:00～17:00迄使用可能です。,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/568.jpg,138.3216236,34.8684799
569,成作,シゲサク,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0037,静岡県焼津市南小川2-5-2,054-623-4322,営業時間はAM11:00～14:30　，16:30～20:00,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/569.jpg,138.317632,34.849517
570,サンドラッグ焼津三ヶ名,サンドラッグ　ヤイヅサンガミョウ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0071,静岡県焼津市三ケ名1130,054-629-2181,,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/570.jpg,138.3068306,34.8627181
571,パウゼ,パウゼ,その他,1000,"2,000円以上会計で1,000円引き",1,425-0026,静岡県焼津市焼津２－１１－４３,054-626-1220,営業時間詳細はHPにてご確認下さい。初めての方は初回体験30%OFFより更に割引きとなります、,https://e-pause.com/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/571.jpg,138.3108738,34.8652597
572,長島酒店,ナガシマサケテン,小売業,500,"1,000円以上会計で500円引き",1,425-0026,静岡県焼津市焼津5丁目12-21,054-628-2798,営業時間午前10時から午後8時半 日曜日定休日,,,,138.316082,34.862898
574,御菓子處油屋,オカシドコロアブラヤ,小売業,500,"1,000円以上会計で500円引き",1,425-0035,静岡県焼津市東小川6丁目9-6,054-628-2264,営業時間8:00～17:00頃(売り切れ次第),,https://www.instagram.com/aburaya.m.18/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/574.jpg,138.311002,34.852739
576,小森からだ総研,コモリカラダソウケン,その他,1000,"2,000円以上会計で1,000円引き",1,425-0046,静岡県焼津市三右衛門新田681,054-631-9972,完全予約制,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/576.jpg,138.292083,34.846173
577,イオン焼津店,イオン　ヤイヅテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0047,静岡県焼津市東祢宜島12-4,054-656-2300,イオン直営売場（食料品・衣料品・暮らしの品・化粧品）使用可能マクドナルド・未来屋書店など専門店は使用不可下記対象外たばこ・印紙・はがき・イオンギフトカード・商品券・うれしーど・WAON発行手数料など,https://www.aeon.com/store/%E3%82%A4%E3%82%AA%E3%83%B3/%E3%82%A4%E3%82%AA%E3%83%B3%E7%84%BC%E6%B4%A5%E5%BA%97/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/577.jpg,138.30973950716609,34.839463424799476
578,コメダ珈琲店　焼津インター店,コメダコーヒーテン　ヤイヅインターテン,飲食業,500,"1,000円以上会計で500円引き",1,425-0091,静岡県焼津市八楠4-13-1,054-628-2001,,https://www.talk-in.co.jp/,https://www.instagram.com/talkin_komeda/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/578.jpg,138.304515,34.880451
579,うめやランドリー,ウメヤランドリー,その他,500,"1,000円以上会計で500円引き",1,425-0068,静岡県焼津市中新田473-3,054-623-6241,営業時間：9:00～19:00定休日：日曜日､祝日,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/579.jpg,138.294307,34.840677
580,古民家宿　ゐらくさ,コミンカヤド　イラクサ,宿泊業,1000,"2,000円以上会計で1,000円引き",1,425-0082,静岡県焼津市大村2-23-1,090-9269-3973,宿泊のみ利用可,http://irakusa-yaizu.com,https://www.instagram.com/irakusa_yaizu/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/580.jpg,138.3078163,34.8726354
581,ファミリーマート焼津水産加工団地口店,ファミリーマートヤイヅスイサンカコウダンチグチテン,小売業,500,"1,000円以上会計で500円引き",1,425-0065,静岡県焼津市惣右衛門929-1,054-656-2150,営業時間２４時間年中無休,,,,138.3188461,34.816979
582,tuboyakiimo imohime,ツボヤキイモ　イモヒメ,飲食業,500,"1,000円以上会計で500円引き",1,425-0036,静岡県焼津市西小川6-5-15,054-639-9769,1/25（日）のみ使用可能およんな広場さん出店10時から14時,,,,138.3034862,34.8540951
583,パリミキ　焼津店,パリミキ　ヤイヅテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0038,静岡県焼津市黒石１丁目１－５,054-624-7598,,,,,138.3078635,34.847332
584,ファミリーマート焼津下小田店,ファミリーマートヤイヅシモオダテン,小売業,500,"1,000円以上会計で500円引き",1,425-0059,静岡県焼津市下小田上町16-2,054-656-1718,,,,,138.3173333,34.8371259
585,DCM焼津店,ディーシーエムヤイヅテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0047,静岡県焼津市東祢宜島１-1,054-625-0681,営業時間は10:00～19:30までとなります。,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/585.jpg,138.3082835,34.8419791
586,VDRUG　焼津石津店,ブイドラッグ　ヤイヅイシヅテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0041,静岡県焼津市石津1184,054-656-2122,営業時間　9:00～21:00,https://www.vdrug.co.jp/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/586.jpg,138.3175401,34.8443892
587,VDRUG　焼津西店,ブイドラッグ　ヤイヅニシテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0077,静岡県焼津市五ケ堀之内字道南1201,054-620-8580,営業時間　9:00～21:00,https://www.vdrug.co.jp/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/587.jpg,138.292492,34.8592971
588,DCM大井川店,ディーシーエムオオイガワテン,小売業,1000,"2,000円以上会計で1,000円引き",1,421-0218,静岡県焼津市下江留字中1402-1,054-662-0011,営業時間は9:30～19:30までとなります。,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/588.jpg,138.2762965,34.809389
589,クリーニングのシーエスユー,クリーニングノシーエスユー,その他,500,"1,000円以上会計で500円引き",1,425-0085,静岡県焼津市塩津32-10,054-629-6108,,https://wafuku-csu.com/,https://www.instagram.com/sagaryu_kimono/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/589.jpg,138.3040215,34.8690419
590,サカモト電器,サカモトデンキ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0055,静岡県焼津市道原1215-2,054-624-0182,営業時間　午前9時?午後7時定休日　　日曜日配達中は、店舗留守の場合がありますので、来店前にご連絡頂けると助かります。クーポン利用は、家電製品に限ります。,https://www.sakamotodenki.net,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/590.jpg,138.302878,34.844376
591,愛清館八楠薬局,アイセイカンヤグスヤッキョク,小売業,500,"1,000円以上会計で500円引き",1,425-0091,静岡県焼津市八楠4丁目32-7,054-621-1101,午前   9:00～13:15午後 14:30～18:45処方箋は対象外,https://www.aiseikan-y.com,https://www.instagram.com/popotama7228/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/591.jpg,138.3017115,34.8786341
592,ワンにゃんかつお,ワンニャンカツオ,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0082,静岡県焼津市大村2-29-21,054-628-3031,,https://saradakatuo.shop-pro.jp/,https://www.instagram.com/wannyankatsuo.uru/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/592.jpg,138.3063177,34.8699571
593,ファミリーマート焼津中里店,ファミリーマートヤイヅナカサトテン,小売業,500,"1,000円以上会計で500円引き",1,425-0014,静岡県焼津市中里５０８,054-639-5951,24時間営業,,,,138.3206038,34.883224
594,ファミリーマート焼津浜当目店,ファミリーマートヤイヅハマトウメテン,小売業,500,"1,000円以上会計で500円引き",1,425-0012,静岡県焼津市浜当目２丁目５ー１３,054-621-6080,24時間営業,,,,138.3294447,34.8790399
595,セブンイレブン焼津清流館高校前店,セブンイレブンヤイヅセイリュウカンコウコウマエテン,小売業,500,"1,000円以上会計で500円引き",1,421-0206,静岡県焼津市上新田字東540番3,054-662-1900,,,,,138.272894,34.820476
596,蕎麦屋神楽焼津店,ソバヤカグラヤイヅテン,飲食業,1000,"2,000円以上会計で1,000円引き",1,425-0036,静岡県焼津市西小川4-2-5,054-621-1038,,https://soba-kagura.jp/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/596.jpg,138.3084937,34.8530251
597,セブンイレブン焼津中港店,セブンイレブンヤイヅナカミナトテン,小売業,500,"1,000円以上会計で500円引き",1,425-0021,静岡県焼津市中港1丁目3番9号,054-620-2101,クーポン利用可能時間は9:00～21:00まで,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/597.jpg,138.322615,34.8717972
598,ノジマ焼津店,ノジマヤイヅテン,小売業,1000,"2,000円以上会計で1,000円引き",1,425-0036,静岡県焼津市西小川1丁目3-5,054-621-5362,営業時間：10時～20時使用不可商品：apple製品やPOSAカードなど一部製品を除きます,https://www.nojima.co.jp/shop/shizuoka/yaizu/,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/598.jpg,138.3116793,34.8597413
599,セブンイレブン焼津小柳津店,セブンイレブンヤイヅオヤイズテン,小売業,500,"1,000円以上会計で500円引き",1,425-0073,静岡県焼津市小柳津220-7,054-629-7719,,,,,138.283309,34.853458
600,桶どん　うおくん,オケドン　ウオクン,飲食業,500,"1,000円以上会計で500円引き",1,425-0091,静岡県焼津市八楠4-13-7,,月曜日　休み平日11時30分から土､日曜日 10時30分から,,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/600.jpg,138.3042451,34.8806274
601,ファミリマート焼津中新田店,ファミリマートヤイヅナカシンデンテン,小売業,500,"1,000円以上会計で500円引き",1,425-0068,静岡県焼津市中新田106番地の1,054-656-0791,,,,,138.2934809,34.8428617
603,おいかわ接骨院,オイカワセッコツイン,その他,1000,"2,000円以上会計で1,000円引き",1,425-0036,静岡県焼津市西小川2-11-17,631-5417,クーポンは自費施術、酸素カプセル等保険施術以外に利用可,https://oikawabcc.jimdofree.com,,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/603.jpg,138.3076373,34.8616003
604,ファミリーマート大井川中学校前店,ファミリーマートオオイガワチュウガッコウマエテン,小売業,500,"1,000円以上会計で500円引き",1,421-0218,静岡県焼津市下江留300の1,000-0000-0000,,,,,138.281432,34.8022926
605,ミスタータイヤマン黒川大井川店,ミスタータイヤマンクロカワオオイガワテン,小売業,1000,"2,000円以上会計で1,000円引き",1,421-0218,静岡県焼津市下江留1849,054-622-5149,店休日日祝　営業時間9時～19時　18時を超える場合はお手数ですが054-622-5149までご連絡ください。,https://www.mtm-kurokawa.com/,https://www.instagram.com/mr.taiyaman.kurokawa/,https://yaizu-smartcity.jp/images/opendata/digitalcoupon/605.jpg,138.2724263,34.8105303
606,セブンイレブン焼津祢宜島店,セブンイレブンヤイヅネギシマテン,小売業,500,"1,000円以上会計で500円引き",1,425-0059,静岡県焼津市下小田上町15-5,054-623-8355,,,,,138.3131762,34.8377452
607,カットサロンリフレッシュ,カットサロンリフレッシュ,その他,1000,"2,000円以上会計で1,000円引き",1,425-0088,静岡県焼津市大覚寺2丁目19-16,054-620-1123,月～土　8:30～18:30 日：8:30～18:00定休日：月曜、第2・第3火曜日,,,,138.2956933,34.8754093

